gene	probe	Basal_TNBC_avg	LumA_TNBC_Avg	LumB_TNBC_Avg
RAB11FIP4	ENSG00000131242.14	1.736766746	1.573570171	2.45382536
RLIM	ENSG00000131263.11	3.402928517	3.611476107	3.965112393
CDX4	ENSG00000131264.3	0.000892396	0	0
ABCB7	ENSG00000131269.14	3.044755773	3.28012019	2.949366159
TRAF3	ENSG00000131323.13	2.416833125	2.043513569	2.226277955
HAUS8	ENSG00000131351.13	1.816716836	1.334890902	1.390908007
EMR3	ENSG00000131355.13	0.118678481	0.029779167	0.155396069
MRPS25	ENSG00000131368.6	2.994611596	2.737583622	3.08747876
SH3BP5	ENSG00000131370.14	1.932253399	2.139595714	2.931299714
HACL1	ENSG00000131373.13	2.489487483	3.133495015	3.130432606
TBC1D5	ENSG00000131374.13	2.670866979	3.14610844	3.21043345
CAPN7	ENSG00000131375.8	2.837561546	3.503964773	3.752719141
RFTN1	ENSG00000131378.12	3.041523232	3.393760789	3.630000537
C3orf20	ENSG00000131379.8	0.072670868	0.105340482	0.045891434
RBSN	ENSG00000131381.11	2.362379759	2.932683497	3.567806326
GALNT15	ENSG00000131386.16	0.895156943	2.895155159	1.079480359
SLC6A6	ENSG00000131389.15	2.743328212	2.760772541	3.937235187
KCNC3	ENSG00000131398.12	1.393187501	1.203077855	1.218046791
NAPSA	ENSG00000131400.6	0.29302145	0.458282578	0.202332645
NAPSB	ENSG00000131401.10	2.353116176	1.870188218	2.962123615
NR1H2	ENSG00000131408.12	4.061168722	4.246284823	3.975041889
LRRC4B	ENSG00000131409.11	0.257354308	0.910500192	0.189443772
PDLIM4	ENSG00000131435.11	2.434636826	3.470913726	3.173718453
KIF3A	ENSG00000131437.14	1.585559969	2.299226782	3.087921658
MGAT1	ENSG00000131446.14	4.744202114	4.735671324	4.761327353
GFPT2	ENSG00000131459.11	2.516150725	1.854086291	3.092089605
TUBG1	ENSG00000131462.6	4.378820508	3.414961417	4.637482141
PSME3	ENSG00000131467.9	4.617589076	4.168803398	4.742998435
RPL27	ENSG00000131469.11	7.867978216	8.200409609	7.305930266
PSMC3IP	ENSG00000131470.13	1.642525226	1.026121879	2.04079148
AOC3	ENSG00000131471.5	2.163036623	4.30573435	2.863907695
ACLY	ENSG00000131473.15	5.203392764	5.006427246	5.27780854
VPS25	ENSG00000131475.5	4.22674457	4.143014829	4.511540678
RAMP2	ENSG00000131477.9	3.465959976	5.104638741	4.206109331
AOC2	ENSG00000131480.7	0.41595037	0.367249079	0.39848657
G6PC	ENSG00000131482.8	0.004199619	0	0.005094303
RP11-798G7.5	ENSG00000131484.4	0.033180147	0.085948367	0.082673669
NDUFA2	ENSG00000131495.7	4.57856243	4.808719099	5.018889524
ANKHD1	ENSG00000131503.19	0.477976636	0.553611498	0.739779483
DIAPH1	ENSG00000131504.14	4.587796038	4.339234155	4.82417236
NDFIP1	ENSG00000131507.10	4.175950466	4.989789095	4.887537693
UBE2D2	ENSG00000131508.14	4.651567573	4.606103142	4.981806692
TTTY6	ENSG00000131538.7	0	0	0
TTTY6B	ENSG00000131548.7	0	0	0
EXOC4	ENSG00000131558.13	3.238685661	3.482055928	3.149116295
ACAP3	ENSG00000131584.17	2.161478011	1.990994838	2.167479461
C1orf159	ENSG00000131591.16	1.719889613	1.419629336	1.739185974
ANO1	ENSG00000131620.16	3.472347206	5.694550229	5.469792434
PPFIA1	ENSG00000131626.14	3.096553788	2.933821861	3.903779624
TMEM204	ENSG00000131634.12	2.952031314	4.086740569	2.936514543
KREMEN2	ENSG00000131650.12	1.133595841	0.665268046	0.875709133
THOC6	ENSG00000131652.12	4.245755922	3.881339266	3.826767046
TRAF7	ENSG00000131653.11	4.679154198	3.976705241	4.840159103
BARX1	ENSG00000131668.12	1.283716785	0.34401691	0.197838659
NINJ1	ENSG00000131669.8	4.590356893	5.264212181	5.475397564
CA6	ENSG00000131686.13	0.960254618	0.04482133	0.023647314
NPHP4	ENSG00000131697.16	1.095198803	1.140446781	1.313103541
MAP1B	ENSG00000131711.13	2.502811327	3.179542739	2.140522457
RHOXF2	ENSG00000131721.4	0.007539951	0	0
IL13RA1	ENSG00000131724.9	4.775736617	5.586550726	5.992803929
WDR44	ENSG00000131725.12	2.233074451	3.012990038	2.713998972
CKMT2	ENSG00000131730.14	0.534283754	1.35095046	0.385494153
ZCCHC9	ENSG00000131732.10	1.955807387	2.547392091	2.151458673
KRT34	ENSG00000131737.5	0.140564848	0	0
KRT33B	ENSG00000131738.8	0.042134928	0.021734408	0
TNS4	ENSG00000131746.11	2.091948258	4.130870892	3.087229641
TOP2A	ENSG00000131747.13	4.994505605	2.048718562	5.653991124
STARD3	ENSG00000131748.14	2.989720339	2.992233435	3.499465959
RARA	ENSG00000131759.16	3.080322044	3.724522444	4.93680583
PPP1R1B	ENSG00000131771.12	3.718729556	4.095297312	2.343666093
KHDRBS3	ENSG00000131773.12	2.153149725	1.692197124	1.13322741
CHD1L	ENSG00000131778.16	4.372286501	3.719864983	3.533491188
PEX11B	ENSG00000131779.9	4.759706619	4.847966175	4.610072883
FMO5	ENSG00000131781.11	0.667539254	2.634530023	1.683700258
PIAS3	ENSG00000131788.14	3.598879747	4.102421121	3.53319273
PRKAB2	ENSG00000131791.7	2.669089837	3.04308044	2.640355215
CLUHP3	ENSG00000131797.11	1.232538719	1.530392988	1.055003507
FSHB	ENSG00000131808.9	0.002464211	0	0
PDHA1	ENSG00000131828.12	4.426677764	3.678705043	3.896423216
RAI2	ENSG00000131831.16	1.438721031	3.842479649	2.520524026
MCCC2	ENSG00000131844.14	3.474206372	4.346082092	4.742946405
ZNF304	ENSG00000131845.13	2.144314177	2.783554699	2.804947498
ZSCAN5A	ENSG00000131848.8	0.725458466	0.689351677	0.976111272
ZNF132	ENSG00000131849.10	0.965224069	1.883591432	1.490122414
USP29	ENSG00000131864.9	0.001109239	0	0
VIMP	ENSG00000131871.13	4.309744915	4.070823884	4.664375438
CHSY1	ENSG00000131873.5	4.242788165	4.160425771	4.756368924
SNRPA1	ENSG00000131876.15	3.896962501	2.979235974	3.332419813
KRT17P1	ENSG00000131885.15	0.100324198	0.040190581	0
LLGL1	ENSG00000131899.9	2.902084083	2.631735761	2.929150149
NR0B2	ENSG00000131910.4	0.0304451	0.010591771	0.028578998
LIN28A	ENSG00000131914.9	0.013321904	0.00894399	2.788448209
THAP1	ENSG00000131931.7	2.551926164	3.060516986	2.868205842
RHPN2	ENSG00000131941.6	3.255500079	3.053809484	4.17840187
C19orf12	ENSG00000131943.16	2.771860828	2.58039236	2.412896689
C19orf40	ENSG00000131944.8	2.001199024	1.552802565	2.266132262
LRRC9	ENSG00000131951.9	0.01347698	0.105515563	0.009787914
ACTR10	ENSG00000131966.12	3.564669763	4.422290251	3.947933231
ABHD12B	ENSG00000131969.13	0.141353486	0.271079511	1.405919012
GCH1	ENSG00000131979.17	2.646166453	2.634425435	3.027920282
LGALS3	ENSG00000131981.14	5.815930288	7.069829103	5.448809711
UBE2L2	ENSG00000131982.5	0.041289068	0	0
PODNL1	ENSG00000132000.10	1.582391353	1.875583549	1.155526007
DNAJB1	ENSG00000132002.6	5.542734173	5.582359422	5.510044881
ZSWIM4	ENSG00000132003.8	3.167084695	2.016532926	2.851927617
FBXW9	ENSG00000132004.11	2.868262833	2.433393805	2.814904262
RFX1	ENSG00000132005.7	2.190128339	2.427973007	2.334014337
ZNF20	ENSG00000132010.14	0.234607034	0.499435323	0.215702436
C19orf57	ENSG00000132016.10	1.538932078	1.118813222	1.311931075
DCAF15	ENSG00000132017.9	3.566978833	3.227294357	3.48065098
CC2D1A	ENSG00000132024.16	3.45269998	3.42865057	3.253513442
RTBDN	ENSG00000132026.12	0.170851754	0.013378318	1.552176985
MATN3	ENSG00000132031.11	1.522306483	1.875397948	2.567368445
TRIM21	ENSG00000132109.9	3.529632835	3.527842294	3.716069805
SPATA6	ENSG00000132122.10	1.318131393	2.638852365	2.070932364
LRRC41	ENSG00000132128.15	3.940992413	3.633164334	3.831983544
CCT6B	ENSG00000132141.12	0.736856605	1.198363295	0.78452169
DHX30	ENSG00000132153.13	3.527243286	3.472493775	3.76904098
RAF1	ENSG00000132155.10	3.981934686	4.138274554	4.6306027
SLC6A11	ENSG00000132164.8	1.226653378	0.62942207	1.246159275
PPARG	ENSG00000132170.18	1.296702229	2.188825588	1.402583537
NUP210	ENSG00000132182.10	4.045773432	2.977605218	5.562703756
FCRLA	ENSG00000132185.15	0.733567066	0.39990686	0.357702595
HSD17B7	ENSG00000132196.12	1.835443799	1.687140819	2.418165256
ENOSF1	ENSG00000132199.17	1.971641452	2.331863294	2.021926686
LINC00470	ENSG00000132204.12	0.036510386	0.03711468	0.004135367
EMILIN2	ENSG00000132205.9	2.152264814	1.495349885	2.06536159
SLX1A	ENSG00000132207.16	0.021199951	0.033206271	0
ARFIP2	ENSG00000132254.11	3.478555726	4.586538932	3.711025981
TRIM5	ENSG00000132256.17	2.321878968	2.913902497	2.260833589
CNGA4	ENSG00000132259.11	0.124377463	0.096727767	0.187349424
TRIM22	ENSG00000132274.14	3.20459582	3.627593585	4.003067757
RRP8	ENSG00000132275.9	1.870077602	2.291033948	1.991872364
TIMM10B	ENSG00000132286.10	3.462837595	4.223293339	3.423582091
EFR3A	ENSG00000132294.12	4.002447282	4.304497324	4.576372727
HHLA1	ENSG00000132297.10	0.005232453	0.003926301	0.002737798
PTCD3	ENSG00000132300.17	2.91225929	2.802597992	2.932828256
IMMT	ENSG00000132305.19	4.909516146	4.664152959	4.890717809
MRPL35	ENSG00000132313.13	3.544952333	3.752699889	3.756866501
IQCA1	ENSG00000132321.15	0.712843407	1.92227518	0.848513551
ILKAP	ENSG00000132323.7	2.650971022	2.671603783	2.756443665
PER2	ENSG00000132326.10	1.959976783	3.162895785	2.898585412
RAMP1	ENSG00000132329.9	2.099978207	1.790014404	4.029947155
SCLY	ENSG00000132330.15	0.291537596	0.244481592	0.285124343
PTPRE	ENSG00000132334.15	1.472227681	2.108995869	1.757149312
RAN	ENSG00000132341.10	6.02696417	5.333166809	5.530150374
PRKAA1	ENSG00000132356.10	3.280383748	4.499536366	3.398172732
CARD6	ENSG00000132357.12	1.882623606	1.963479496	1.573419134
RAP1GAP2	ENSG00000132359.12	2.209085924	2.378448562	2.281054558
CLUH	ENSG00000132361.15	4.123098414	3.342500876	3.793367831
INPP5K	ENSG00000132376.18	3.062721673	3.279938389	2.962496493
MYBBP1A	ENSG00000132382.13	3.891587006	3.204673439	3.480768046
RPA1	ENSG00000132383.10	4.534386226	4.154262153	4.427568863
SERPINF1	ENSG00000132386.9	5.260859168	6.0205868	5.47664381
UBE2G1	ENSG00000132388.11	3.639364453	3.958303347	3.687141008
EEFSEC	ENSG00000132394.9	3.333778934	3.317366593	2.607527212
TBC1D14	ENSG00000132405.17	2.17555468	2.621996622	2.598287428
TMEM128	ENSG00000132406.10	3.279913464	4.181820952	4.154377225
COQ3	ENSG00000132423.9	3.067311058	2.740355978	2.890633142
PNISR	ENSG00000132424.13	3.149671709	3.978576967	3.469089627
POPDC3	ENSG00000132429.8	0.90973652	0.20626518	0.301399128
SEC61G	ENSG00000132432.12	5.257690445	5.057219456	5.185482815
LANCL2	ENSG00000132434.8	3.109008373	2.910034081	2.839655413
FIGNL1	ENSG00000132436.10	2.44798297	2.309398279	2.731991821
DDC	ENSG00000132437.16	0.298127136	0.049514756	0.513148579
FTHL17	ENSG00000132446.6	0.459895196	0	0
GRSF1	ENSG00000132463.12	4.066420414	4.005072714	3.848772915
ENAM	ENSG00000132464.10	0.020030131	0.11827717	0.007987986
IGJ	ENSG00000132465.9	5.373188152	9.936133795	5.562512429
ANKRD17	ENSG00000132466.16	3.620155267	3.707630654	4.205872817
UTP3	ENSG00000132467.3	4.014395237	4.43101473	4.182547545
ITGB4	ENSG00000132470.12	4.852097792	4.764326431	3.228815033
WBP2	ENSG00000132471.10	4.783189193	4.55842939	4.846858328
H3F3B	ENSG00000132475.7	6.812270493	7.053827671	7.30761601
UNK	ENSG00000132478.8	2.962904328	2.932146177	3.295277792
TRIM47	ENSG00000132481.5	4.625138325	3.460274948	3.587958715
ZRANB2	ENSG00000132485.11	4.110986852	4.638421961	4.203603323
EIF5A	ENSG00000132507.16	7.341005332	6.190046821	6.956774727
KDM6B	ENSG00000132510.9	2.787561223	2.872682679	2.921827155
CLEC10A	ENSG00000132514.12	1.304342876	2.295386025	2.266046555
SLC52A1	ENSG00000132517.13	0.613651829	0.605390608	0.30762105
GUCY2D	ENSG00000132518.6	0.102824146	0.344276925	0.073576143
GPS2	ENSG00000132522.14	0.934880073	1.075384617	1.015226216
XAF1	ENSG00000132530.15	1.48459052	1.461039267	2.535268196
DLG4	ENSG00000132535.17	1.432550207	1.973316448	2.108543593
HRSP12	ENSG00000132541.9	3.918489553	3.368527849	3.503012082
VPS13B	ENSG00000132549.17	1.930476905	2.270612191	2.693755807
RGS22	ENSG00000132554.18	0.088234234	0.174733834	1.116819295
MATN2	ENSG00000132561.12	1.878473627	4.28525334	2.672119127
REEP2	ENSG00000132563.14	1.174133491	0.985103367	1.822796012
PCBD2	ENSG00000132570.13	1.000151411	1.382035602	1.58883328
SDF2	ENSG00000132581.8	3.58611015	3.765387798	3.796845457
FLOT2	ENSG00000132589.14	5.299180579	5.012859456	4.988672531
ERAL1	ENSG00000132591.10	4.564265539	4.239403015	4.459642905
PRMT7	ENSG00000132600.15	1.985502824	1.917033728	1.955889799
NIP7	ENSG00000132603.12	3.733813227	3.066546122	3.242117368
TERF2	ENSG00000132604.9	2.884693315	2.915807561	2.716856159
VPS4A	ENSG00000132612.15	3.554617278	3.39606501	3.194390814
MTSS1L	ENSG00000132613.13	3.051350645	2.235308689	2.430776266
HSPA12B	ENSG00000132622.9	1.490296226	2.873326632	1.549149035
ANKEF1	ENSG00000132623.14	1.72763876	2.087599143	2.337820409
SCP2D1	ENSG00000132631.5	0	0	0
PCED1A	ENSG00000132635.15	3.26113301	3.630447521	3.495188299
SNAP25	ENSG00000132639.11	0.45112164	0.561906339	2.50884517
BTBD3	ENSG00000132640.13	3.5548123	3.387895664	3.001910777
PCNA	ENSG00000132646.9	6.731994199	5.971760869	7.064908618
NXT1	ENSG00000132661.3	4.451976111	4.02046668	4.34088156
POLR3F	ENSG00000132664.10	2.715872206	2.856138825	3.017966875
RIN2	ENSG00000132669.11	3.819159204	4.372790704	4.26916641
PTPRA	ENSG00000132670.19	4.350924224	4.829288744	4.97555267
SSTR4	ENSG00000132671.5	0.00810563	0.040980146	0
DAP3	ENSG00000132676.14	5.361149761	4.894698431	4.791891812
RHBG	ENSG00000132677.11	0.22509415	0.337006182	0.220421279
KIAA0907	ENSG00000132680.9	3.612504874	3.675249933	3.556726667
ATP1A4	ENSG00000132681.15	0.056391689	0.299381969	0.257988275
NES	ENSG00000132688.10	4.317209129	4.735949555	3.595881037
BCAN	ENSG00000132692.17	0.527291847	0.321033351	0.076403392
CRP	ENSG00000132693.11	0.02487701	0.084617021	0.02941743
ARHGEF11	ENSG00000132694.17	3.708825307	3.403408043	3.688797726
RAB25	ENSG00000132698.12	5.813913296	5.806876227	5.831652591
HAPLN2	ENSG00000132702.11	0.056982898	0.198635199	0.043528073
APCS	ENSG00000132703.3	0.015532481	0.012650524	0
FCRL2	ENSG00000132704.14	0.313731455	0.174531428	0.175831445
DCAF8	ENSG00000132716.17	3.438525836	3.862238128	3.544067175
SYT11	ENSG00000132718.8	1.987564123	2.937178521	2.083649694
IGHMBP2	ENSG00000132740.7	1.861304438	1.741047999	1.877928603
ACY3	ENSG00000132744.6	0.886028635	1.471854657	0.236842148
ALDH3B2	ENSG00000132746.13	2.656089083	5.520004845	3.502680211
MTL5	ENSG00000132749.9	1.889581801	2.043235353	2.743390962
MMACHC	ENSG00000132763.13	2.15518195	1.94948957	2.145053076
DPH2	ENSG00000132768.12	3.949279128	2.999917856	3.88273104
TOE1	ENSG00000132773.10	2.630629684	2.73786528	3.209314973
NASP	ENSG00000132780.15	4.411539939	3.669986129	4.266619563
MUTYH	ENSG00000132781.16	2.299047537	1.949901351	2.160860268
CTNNBL1	ENSG00000132792.17	3.797513449	3.60970074	4.024358256
LPIN3	ENSG00000132793.10	1.973075228	2.518299091	1.813949692
ZSWIM3	ENSG00000132801.6	1.646431022	1.747504289	1.712819628
RBM38	ENSG00000132819.15	4.658349078	3.286496625	4.175391178
VSTM2L	ENSG00000132821.10	1.196007572	2.215956084	3.012971474
OSER1	ENSG00000132823.9	4.588180759	4.808518216	5.114738242
SERINC3	ENSG00000132824.12	5.037077722	5.762659465	5.747673799
PPP1R3D	ENSG00000132825.6	2.292680554	3.127017277	2.640491281
LINC01260	ENSG00000132832.8	0.309395332	0.176017447	0.572902472
DMGDH	ENSG00000132837.13	0.311083627	0.397604231	0.370993645
BHMT2	ENSG00000132840.8	0.961293182	1.172585315	1.031597543
AP3B1	ENSG00000132842.12	3.113504912	3.627912956	3.554064575
ZBED3	ENSG00000132846.5	1.971165713	2.15659719	2.13102628
INADL	ENSG00000132849.17	2.748725368	3.685428053	3.316264384
KANK4	ENSG00000132854.17	2.024168301	1.145803983	0.373254814
ANGPTL3	ENSG00000132855.4	0.051391535	0.040489102	0.009184717
SYT4	ENSG00000132872.10	0.032900947	0	2.046225625
SLC14A2	ENSG00000132874.12	0.055116103	0.070854169	0.635395487
FBXO44	ENSG00000132879.12	2.512981789	2.578147324	2.54571979
RSG1	ENSG00000132881.10	1.337103928	1.65005642	1.658815222
CASP9	ENSG00000132906.16	1.722269628	1.976232751	2.196702947
NMUR2	ENSG00000132911.4	0.01745505	0.025760544	0.027397968
DCTN4	ENSG00000132912.11	3.37927756	4.186230843	4.313636563
PDE6A	ENSG00000132915.9	0.081382556	0.019533296	0.010797122
ATP8A2	ENSG00000132932.15	0.26929368	0.622079249	1.556180618
MTUS2	ENSG00000132938.17	0.114354017	0.256833958	0.231186493
ZMYM5	ENSG00000132950.17	2.190009717	2.978029411	2.320607932
USPL1	ENSG00000132952.10	2.382465731	3.080724234	3.500724828
XPO4	ENSG00000132953.15	2.147809824	2.386633083	2.286621696
TPTE2	ENSG00000132958.16	0.129987157	0.139906532	0.013034481
POMP	ENSG00000132963.7	6.003727212	5.841609177	5.964814507
CDK8	ENSG00000132964.10	2.878401734	2.538934691	2.310043802
ALOX5AP	ENSG00000132965.8	3.401764651	3.094048261	3.132957326
HMGB1P5	ENSG00000132967.9	4.007610061	3.689332969	4.155533612
WASF3	ENSG00000132970.11	1.888914209	2.628830988	1.865067243
RNF17	ENSG00000132972.17	0.030417785	0.571154037	0
GPR12	ENSG00000132975.7	0.780490872	0.319123288	0
CHRM3	ENSG00000133019.10	1.152924406	0.617331013	0.067572014
MYH8	ENSG00000133020.4	0.042679169	0.047195611	0.01713865
MYH10	ENSG00000133026.11	3.36761282	3.493140762	3.579129458
PEMT	ENSG00000133027.16	3.689254028	3.305736668	3.361347606
SCO1	ENSG00000133028.9	2.048050564	2.232809416	2.179077183
MPRIP	ENSG00000133030.18	3.132040936	3.622930641	3.039179431
CHI3L1	ENSG00000133048.11	5.644987321	4.053187534	4.085364501
MYBPH	ENSG00000133055.7	0.345980831	0.065672309	0.120146731
PIK3C2B	ENSG00000133056.12	2.144622032	3.064225823	2.645817305
DSTYK	ENSG00000133059.15	2.703411101	2.838310929	2.940547228
CHIT1	ENSG00000133063.14	0.824730767	0.909793403	2.217996462
SLC41A1	ENSG00000133065.9	3.069815756	2.684784388	3.472147989
LGR6	ENSG00000133067.16	2.00632547	2.222796831	2.609925629
TMCC2	ENSG00000133069.13	1.798056906	0.57280532	1.618745522
DCLK1	ENSG00000133083.13	0.869670064	1.661443927	1.762072394
CCNA1	ENSG00000133101.8	0.967933665	0.462115231	0.796975896
COG6	ENSG00000133103.15	2.048529133	2.864028806	2.182600097
SPG20	ENSG00000133104.11	3.061537826	3.983132369	3.145799911
RXFP2	ENSG00000133105.6	0.004745969	0.034755345	0.003935252
EPSTI1	ENSG00000133106.13	2.526163322	1.435113696	2.590896119
TRPC4	ENSG00000133107.13	0.201754796	0.341946177	0.185309505
POSTN	ENSG00000133110.13	6.397037584	6.377784167	7.088050365
RFXAP	ENSG00000133111.3	1.777769513	2.293071665	1.825174572
TPT1	ENSG00000133112.15	8.082962894	8.984552862	7.83387151
GPALPP1	ENSG00000133114.16	1.506006863	2.176449644	1.613010879
STOML3	ENSG00000133115.10	0.010994465	0.021928989	0.023375483
KL	ENSG00000133116.7	0.251496231	1.549883012	0.497489622
RFC3	ENSG00000133119.11	3.354375364	2.877292564	3.744905221
STARD13	ENSG00000133121.19	1.598300607	2.603070387	1.969014429
IRS4	ENSG00000133124.11	0.138553015	0.027695821	0.077220979
MORC4	ENSG00000133131.13	2.79158	2.766827784	3.241272045
BEX2	ENSG00000133134.10	3.207370027	3.986910658	3.729619556
RNF128	ENSG00000133135.12	1.250594221	1.68964059	0.440336105
GNG5P2	ENSG00000133136.4	0.221136461	0	0.210331278
TBC1D8B	ENSG00000133138.18	1.175380551	1.769900688	1.156701792
TCEAL4	ENSG00000133142.16	4.825230099	5.56342988	5.203892277
BEX1	ENSG00000133169.5	0.723230251	1.124704417	3.989363463
FAM104A	ENSG00000133193.11	3.009606888	2.673435099	3.875583707
SLC39A11	ENSG00000133195.10	3.308822523	3.385219374	5.026926603
EPHB2	ENSG00000133216.15	1.418375848	0.596833696	0.979864239
SRRM1	ENSG00000133226.15	3.756652746	3.863888493	3.86046372
BTBD2	ENSG00000133243.7	3.879336752	4.01690895	3.567877985
PRAM1	ENSG00000133246.10	0.67892866	0.638423761	0.623941427
SUV420H2	ENSG00000133247.12	1.706301858	1.872466602	2.109128153
ZNF414	ENSG00000133250.12	2.178238225	2.192689624	1.71497857
PDE6B	ENSG00000133256.11	0.970299944	1.257999827	1.446103777
HSPBP1	ENSG00000133265.9	4.310127568	3.704600215	4.330629487
CSNK1G2	ENSG00000133275.14	4.120304906	3.758736023	4.037985474
ANKRD32	ENSG00000133302.11	1.063420079	1.635725317	1.583755222
CNDP2	ENSG00000133313.13	3.981968188	3.624034787	4.333548478
MACROD1	ENSG00000133315.9	3.178928413	3.094118182	3.110433341
WDR74	ENSG00000133316.14	3.087448389	2.384301365	2.886539108
LGALS12	ENSG00000133317.13	0.499445165	1.68105707	0.88187316
RTN3	ENSG00000133318.12	5.369028126	5.220842369	6.111691084
RARRES3	ENSG00000133321.9	4.450980209	5.051933333	7.312388275
HRASLS2	ENSG00000133328.3	0.714907809	1.11358654	2.358262129
MYH11	ENSG00000133392.15	1.106357507	5.500805246	2.026229655
FOPNL	ENSG00000133393.11	4.146595112	4.68948832	4.169337127
MED10	ENSG00000133398.3	3.743700072	3.76493541	4.312117196
PDZD2	ENSG00000133401.14	1.212165013	1.969629068	1.05695492
MORC2	ENSG00000133422.11	3.964178206	3.264648419	3.803637698
LARGE	ENSG00000133424.19	1.486323759	2.202635506	3.875705945
GSTT2B	ENSG00000133433.9	1.012497162	1.143196781	1.3958916
MYO18B	ENSG00000133454.14	0.104532636	0.029812257	0.04557893
SLC2A11	ENSG00000133460.18	1.113009727	1.422967943	0.821430759
C1QTNF6	ENSG00000133466.12	2.378055713	1.419357406	2.079144413
GGT2	ENSG00000133475.15	0.09417707	0.044067217	0.007083924
FAM83F	ENSG00000133477.15	1.759575025	1.604906909	2.002399502
SEC14L4	ENSG00000133488.13	0.549665493	0.036514439	0.142450355
ZDHHC8P1	ENSG00000133519.11	0.904017153	1.370195111	0.913789148
GIMAP6	ENSG00000133561.14	2.311418035	3.915927543	3.016537359
GIMAP4	ENSG00000133574.8	3.624142251	4.700479888	4.432882974
ADCK2	ENSG00000133597.8	3.894747814	3.867735438	3.794593344
MKRN1	ENSG00000133606.9	4.643782708	5.046545354	4.298147313
AGAP3	ENSG00000133612.17	3.042396324	3.079808737	2.54547947
KRBA1	ENSG00000133619.16	1.866651755	2.039871825	1.484077029
ZNF767P	ENSG00000133624.12	1.857005766	2.825781088	1.674335287
ACTR3B	ENSG00000133627.16	2.387260688	1.660295773	1.225915877
NTS	ENSG00000133636.9	0.257034942	0.725083116	0.100955711
