gene	transcript	KMS11_EXP	MM1S_EXP	RPMI_EXP
FOXD2	FOXD2	4.69045062	5.131289029	5.026361874
JUNB	JUNB	9.277431546	8.113606744	8.582954857
NHLRC3	NHLRC3	8.388551199	9.521284386	9.313304814
DPH6	DPH6	8.756546315	8.268350174	6.711439841
NUMA1	NUMA1	12.79120156	12.44316631	11.97328121
LGR4	LGR4	9.157144792	8.913374144	8.587192445
IL22RA1	IL22RA1	7.45696217	8.337920667	2.132461686
NPW	NPW	2.268602069	0	6.953917052
KAZALD1	KAZALD1	4.395570122	3.180173328	3.745280365
RNASEH2A	RNASEH2A	9.03644289	9.830448656	10.12078219
RAD23B	RAD23B	13.35088395	13.05152845	12.6731147
KIAA1598	KIAA1598	8.338370928	9.905150799	10.00676086
EPOR	EPOR	6.021499715	7.155536747	7.228097163
MKRN2	MKRN2	9.838475957	10.42949043	10.26664601
ACTR8	ACTR8	9.239199913	10.15574164	9.94204086
GPAA1	GPAA1	10.3603972	12.10372711	12.29780472
SOWAHD	SOWAHD	2.529371205	3.759613929	0
MYEOV	MYEOV	7.766217478	8.763786674	2.132461686
C15orf41	C15orf41	9.145032887	8.639637358	7.043005404
OSBPL7	OSBPL7	8.483956816	9.249113453	9.062442858
FPGS	FPGS	10.03244527	10.67299983	10.97888918
LOC285074	LOC285074	8.472374041	9.20379824	9.477566029
ABCD1	ABCD1	8.290788386	6.51566515	7.302154517
MPP2	MPP2	7.209599577	7.373883074	3.153403271
CUL2	CUL2	11.98934482	11.43504513	10.3274516
FYTTD1	FYTTD1	11.54407092	12.56933111	12.31707055
IGF2	IGF2	0.96610335	0	2.957574773
NSDHL	NSDHL	10.45957506	10.11901891	10.23863164
MORF4L1	MORF4L1	13.58083562	12.7681016	13.06770324
PTPN13	PTPN13	10.00991257	9.644303356	6.029196659
HAS3	HAS3	4.793370509	4.548461286	3.969638629
ZFAND4	ZFAND4	6.255814164	7.675223153	1.089647294
CBR1	CBR1	9.195234391	9.765100414	10.04423017
CLDND2	CLDND2	0.966902921	0	2.95778462
DPEP2	DPEP2	0.966902921	0	2.95778462
FGF17	FGF17	0.966902921	0	2.95778462
GPC2	GPC2	0.966902921	0	2.95778462
HRH3	HRH3	0.966902921	0	2.95778462
LECT1	LECT1	0.966902921	0	2.95778462
HSD17B7P2	HSD17B7P2	6.591918729	6.302933144	5.755587307
IGJ	IGJ	17.51094956	17.41091504	17.30820569
CD226	CD226	5.292251682	5.237896363	2.731417878
DYNLT3	DYNLT3	9.275209633	9.748664165	10.00991257
ADAR	ADAR	14.94364575	14.63154655	14.23919574
GPR132	GPR132	8.857984104	8.408096173	7.342830273
RALGDS	RALGDS	9.250549506	9.598350316	9.819497351
CDKN3	CDKN3	9.600225144	9.1502017	8.217817177
ZNF669	ZNF669	8.555256327	7.146441392	7.743036917
NIPAL3	NIPAL3	10.60814391	11.83245493	11.56898213
LDHB	LDHB	14.20434953	14.65624049	14.96229958
SLC35E1	SLC35E1	11.50338352	11.64779118	11.76831668
C12orf57	C12orf57	9.250549506	11.14601491	11.05277181
FUT4	FUT4	7.392849748	7.528915074	3.325635382
RIT1	RIT1	9.638743608	9.212540158	9.366057696
LOC100129931	LOC100129931	10.63038545	11.26976371	11.59285877
MAP3K7	MAP3K7	11.4862015	11.20141332	10.818702
SLCO4C1	SLCO4C1	7.852173668	7.427430183	6.125593247
FMNL1	FMNL1	12.833151	12.45587686	11.91039914
SPATS2	SPATS2	11.7929692	11.70273112	11.60652551
BOP1	BOP1	10.84969439	11.58774471	11.38768887
BCDIN3D	BCDIN3D	8.240729331	8.012104907	7.688844752
MMADHC	MMADHC	11.15705635	11.94131543	11.73049561
ZSWIM1	ZSWIM1	8.698058695	8.453052464	8.104111221
SLC41A3	SLC41A3	9.444876158	10.17040081	10.47884039
GIPC3	GIPC3	9.23005407	0	5.52759273
PTMS	PTMS	7.255387428	8.772680769	8.712760839
TRIM41	TRIM41	8.884451397	9.871047372	9.651571972
CROT	CROT	7.384628358	8.027048969	2.462803581
AKT2	AKT2	12.10171638	11.70234587	11.08385159
NBEA	NBEA	10.2740403	8.411896503	9.215392242
ARFRP1	ARFRP1	9.25280733	9.61822397	9.50918118
C6orf89	C6orf89	11.37703154	11.83952663	12.12820059
LYAR	LYAR	10.85192859	10.5696183	10.17951105
DDX52	DDX52	11.41535622	11.02406614	10.40151954
UQCC	UQCC	10.68461714	8.963433663	9.691490546
MB21D2	MB21D2	9.261810508	8.92937086	5.629744201
PUS7L	PUS7L	10.83317473	10.65386615	10.43717987
ANKRD36B	ANKRD36B	7.701528265	8.869825149	8.67742015
ZNF629	ZNF629	8.388551199	8.017103481	5.455235148
TEX261	TEX261	12.0629703	11.7440181	11.29744365
WRN	WRN	9.833966888	10.01541505	10.15972
ST6GALNAC6	ST6GALNAC6	7.472552756	8.68116812	8.846067014
MTL5	MTL5	7.540709263	7.164575119	5.213460049
PKHD1L1	PKHD1L1	6.181857899	6.472646979	2.462803581
CRBN	CRBN	9.299455316	10.08729045	9.886376384
FAM229B	FAM229B	6.71501475	6.458017741	4.163764383
NUGGC	NUGGC	10.66354032	10.61153205	5.417650017
SOCS6	SOCS6	9.667819407	9.157010857	7.664987638
RAB10	RAB10	12.2949854	12.64837331	12.90087624
ZNF839	ZNF839	8.734082962	7.630259843	8.080252595
FAM92A1	FAM92A1	6.472924738	6.584630342	2.95778462
SUCLG2	SUCLG2	9.938720982	11.33551318	11.07859116
ZNF827	ZNF827	7.916291519	7.493487225	5.97846794
GCSHP3	GCSHP3	7.633801718	7.226306215	5.843250254
TMEM138	TMEM138	9.22775792	9.420168669	9.570406005
CXorf57	CXorf57	8.734082962	9.482053646	2.95778462
PLA2G6	PLA2G6	7.503245364	8.793222875	8.938538688
CKMT1A	CKMT1A	4.459569324	4.372422827	2.462803581
THAP2	THAP2	8.010097261	8.317801501	8.517834708
ACOT13	ACOT13	9.564292418	9.837530173	10.03495024
RC3H1	RC3H1	11.07260829	10.88606996	10.65572748
IDNK	IDNK	5.816832628	5.57267446	3.745280365
FAM122C	FAM122C	6.273954077	7.04243641	7.239264368
IARS	IARS	14.10178695	13.11410019	13.48819162
NET1	NET1	12.00584908	11.5442545	10.72082567
NRDE2	NRDE2	8.417038133	8.118266273	7.616048868
AP4B1	AP4B1	7.759182471	9.157010857	9.290092593
SPRYD7	SPRYD7	9.020618873	8.649328041	7.941476095
PGAM1	PGAM1	13.77410755	13.33585089	12.64645296
NACC1	NACC1	11.29225836	10.95346169	10.43717987
CDPF1	CDPF1	6.661592851	7.442371279	7.270874625
ICK	ICK	10.21269092	10.11319519	10.00040852
AP3D1	AP3D1	12.89665595	12.71083011	12.48661131
SCYL2	SCYL2	11.61428654	11.39576439	11.11501113
MRTO4	MRTO4	11.88104894	11.24946312	11.48288861
FMR1	FMR1	11.41585794	11.26740119	11.09131637
MYO18A	MYO18A	11.22668312	11.97958596	11.77119232
FCHSD2	FCHSD2	10.4477858	11.59903878	11.33510558
SPIN4	SPIN4	10.06108762	9.20598869	9.537930834
ABHD2	ABHD2	12.47728016	13.49882428	13.92547099
PEAK1	PEAK1	9.619612923	11.18706747	10.94956411
KCNAB2	KCNAB2	12.79412543	11.86365974	12.21874182
TAX1BP3	TAX1BP3	6.980013872	7.688991576	7.92745206
WDFY2	WDFY2	8.464594758	7.643250131	7.967721965
VPS16	VPS16	9.64886985	10.09867694	9.965137812
TNPO3	TNPO3	12.86654485	12.48818409	11.9087041
NSMCE4A	NSMCE4A	10.62569058	10.48014392	10.30446541
NME1	NME1	12.97654085	12.30097309	12.55073236
DNA2	DNA2	10.41387118	9.948968716	8.948457762
BACE1-AS	BACE1-AS	5.426409017	4.548504442	4.922844822
ETFDH	ETFDH	9.704597077	9.483860105	9.179349315
NR1D2	NR1D2	9.594891865	10.85360586	10.59808973
DENND4B	DENND4B	11.93234026	11.52683664	10.84813779
PCMT1	PCMT1	11.40726776	10.41062095	10.79964589
TRAK1	TRAK1	10.24709678	11.11371612	11.46859859
LAX1	LAX1	11.11234828	11.04379287	5.785404078
FLJ31813	FLJ31813	4.842204495	4.602676598	3.969638629
ZNF197	ZNF197	7.43325159	8.613472718	8.795679296
IKBKE	IKBKE	10.98698682	10.51942003	9.561816805
LOC146880	LOC146880	9.823365648	9.619867816	9.346187927
HSD17B4	HSD17B4	11.298286	11.65702809	11.91419824
STOML2	STOML2	11.87702717	11.62013733	11.26936633
SLC10A7	SLC10A7	9.087966636	9.407875311	9.629138013
NAA15	NAA15	12.8297485	12.6280969	12.37490906
CTNND2	CTNND2	6.472924738	6.611319948	2.95778462
WDR5	WDR5	11.04354	11.20086183	11.3376219
ZCCHC14	ZCCHC14	9.743676527	7.617151525	8.57443837
HCG18	HCG18	9.764999272	10.58652082	10.92800013
CACNB1	CACNB1	9.255063987	8.784454906	7.342830273
TASP1	TASP1	7.598700171	8.507346701	8.75857968
P2RX4	P2RX4	8.609152877	9.341676705	9.643455786
ZCCHC9	ZCCHC9	8.346859407	9.044011536	9.336149468
THAP9	THAP9	7.43325159	8.041839819	7.880618188
IL6ST	IL6ST	14.45886155	13.89060629	12.8040584
RBM34	RBM34	10.86601931	10.32452936	10.5248551
B3GAT2	B3GAT2	5.816832628	6.51566515	6.361620995
BMPR1A	BMPR1A	8.448917465	8.464076007	4.251832686
TGFB1	TGFB1	11.61779803	9.297166191	10.32618228
ZC3H4	ZC3H4	10.90676285	10.62632962	10.21281249
NDUFA10	NDUFA10	11.6745145	10.21893854	10.81689565
C2orf44	C2orf44	7.983136126	9.64591777	9.546662993
PRICKLE3	PRICKLE3	7.487984698	7.549761569	7.607722378
GGH	GGH	11.86082316	11.40294276	10.53476976
NSUN5P1	NSUN5P1	7.518346292	8.781520368	8.951748052
TRIM24	TRIM24	11.40523721	11.08186287	10.58012664
CCDC168	CCDC168	5.978461076	6.013848564	2.95778462
ITGB1	ITGB1	13.18954044	12.58330141	11.14335132
ZFAND5	ZFAND5	12.7468208	12.35486369	11.71895235
SHPRH	SHPRH	10.53390397	9.38678724	9.849692829
PTPN1	PTPN1	11.18985544	10.87165887	10.37480041
CCDC74A	CCDC74A	8.421059156	8.007088955	6.102091187
F8A1	F8A1	8.214017921	7.830946129	5.725141272
GID4	GID4	8.933162455	9.658768455	9.97475873
LOC541471	LOC541471	8.303922271	10.18824266	10.17388947
WDR37	WDR37	10.30703	9.987676152	9.463802259
LINC00672	LINC00672	5.104856607	4.84682424	3.969638629
NFX1	NFX1	12.2219103	11.82997241	11.17325863
CHST12	CHST12	9.087966636	10.73042768	10.52374816
MEGF8	MEGF8	9.591325985	9.20379824	8.421433712
FBXL20	FBXL20	9.460599237	9.407875311	9.348686112
TPD52L1	TPD52L1	5.634787822	5.488800975	3.325635382
LOC286437	LOC286437	6.933560836	6.675957033	6.193888022
BAG4	BAG4	8.969334713	9.519524214	9.361114753
PARG	PARG	10.84837256	10.57108896	10.15524832
WASL	WASL	9.145032887	9.305361824	9.442906184
CLYBL	CLYBL	7.142944343	6.820204497	6.053906338
TMC8	TMC8	10.51615307	12.24703742	11.97449346
ZBTB3	ZBTB3	7.171887335	7.577096441	7.45839841
DENND2C	DENND2C	7.875823058	9.441728301	1.703291215
C6orf1	C6orf1	7.569999871	8.525000014	8.31812248
MYB	MYB	11.12226504	10.97738011	10.79599092
NCOA6	NCOA6	12.0151955	11.6457755	11.03271387
STX3	STX3	9.22775792	10.65146434	10.40151954
NDUFS8	NDUFS8	10.00723756	10.41062095	10.68370523
HINT1	HINT1	12.66478281	13.28973074	13.10217093
PLEKHA5	PLEKHA5	8.79736323	8.467731882	5.662248233
TSPAN14	TSPAN14	9.927449097	9.439868275	7.33277058
FAM133B	FAM133B	9.95234376	9.743912102	9.450293678
PGM3	PGM3	10.63524652	10.40224466	10.06869768
AREL1	AREL1	10.75563871	9.95809446	10.26664601
C8orf48	C8orf48	4.636102546	7.022667419	0
TVP23B	TVP23B	9.483868165	9.282710841	8.997049604
HPGD	HPGD	6.219309878	7.743164861	1.089647294
HSP90B2P	HSP90B2P	7.125547789	6.771264959	5.540089282
TRIM66	TRIM66	6.887781131	8.289161272	8.36824016
UBE2W	UBE2W	9.93591052	9.573115072	8.887899909
CMTM4	CMTM4	8.355293828	9.773986438	9.968277991
CCNY	CCNY	11.25835992	10.97160103	10.53367041
MRPL11	MRPL11	10.34670209	10.47651333	10.59599403
RACGAP1P	RACGAP1P	3.523687402	3.938878558	1.089647294
CENPI	CENPI	9.706247345	9.380982635	8.802988032
CCDC104	CCDC104	7.083255925	8.349856202	8.179033258
RALA	RALA	10.92741502	10.86543171	10.79416402
PAIP2	PAIP2	11.6107711	12.11484525	11.96026626
OCA2	OCA2	2.268602069	0	6.664070339
ZNF518B	ZNF518B	10.24142312	9.895682818	9.27440844
ISM1	ISM1	2.750143396	4.171871326	0
MGST2	MGST2	6.606126826	7.784791865	7.624320266
WLS	WLS	9.376071111	10.17824157	3.325597968
ANAPC2	ANAPC2	9.865314164	10.14094477	10.3562979
PKDCC	PKDCC	5.182759823	7.864613317	0
ARMCX3	ARMCX3	11.23854805	10.91581964	10.38943775
CLK4	CLK4	8.218650413	8.79613373	8.633009733
ANAPC1	ANAPC1	11.03503275	12.14455628	12.54769466
RAB21	RAB21	11.75043065	11.40342219	10.82858081
CCDC137	CCDC137	9.617860457	9.394492706	9.062442858
EIF5A	EIF5A	12.25609662	13.7776971	13.43949328
SQSTM1	SQSTM1	12.5123553	13.11001343	12.92849062
KBTBD7	KBTBD7	7.921983712	7.649701673	7.150021409
PRKAR2B	PRKAR2B	8.671282756	9.163790543	3.479489271
ZNF318	ZNF318	10.67116066	10.47832471	10.21281249
CDC42EP4	CDC42EP4	7.010354664	6.688544064	4.975533893
TARDBP	TARDBP	12.7734236	12.62911752	12.67957906
RBM39	RBM39	13.06698219	12.76457722	12.31356048
RRN3	RRN3	10.77148122	11.06627759	11.29938548
ZNF773	ZNF773	7.36805241	6.961739073	7.115220561
GAR1	GAR1	10.17030065	9.895682818	9.456869791
RHOBTB2	RHOBTB2	10.24596858	9.843170466	9.003405472
BCL7C	BCL7C	6.803976093	7.991935605	8.144933501
PLSCR1	PLSCR1	10.07901803	9.736593038	6.400674542
ELOVL5	ELOVL5	12.44750946	12.24916383	11.98215936
BRD8	BRD8	10.68628166	11.39480564	11.19077534
TLE1	TLE1	8.18118208	7.784791865	6.457343118
PDZD11	PDZD11	9.907511122	9.877932855	9.844500211
PSMA4	PSMA4	13.2527083	12.71794626	11.55606532
ACADVL	ACADVL	10.88216156	12.214225	12.59581692
KIAA0100	KIAA0100	13.62618814	13.29783337	13.41586058
DEDD	DEDD	10.68873113	10.40391742	9.946600747
TPRG1L	TPRG1L	9.643917503	10.3415633	10.69061788
PTEN	PTEN	12.35484441	11.98022885	11.33510558
TMEM117	TMEM117	8.083016527	7.69407228	6.125593247
AHCTF1	AHCTF1	12.29279038	11.54728016	11.83220568
CCDC111	CCDC111	8.259672657	8.127540426	7.948081001
PTPN18	PTPN18	9.784852378	11.90098376	11.97610941
RNF139	RNF139	10.05720655	10.73575063	10.5402443
LPAL2	LPAL2	2.529371205	3.85202881	0
KDM6A	KDM6A	10.61167036	10.22110373	6.940718816
ZNF37BP	ZNF37BP	10.22540027	9.931866219	9.438220066
BFAR	BFAR	10.93657905	11.08603004	11.22585813
AAK1	AAK1	11.34721164	10.8045828	9.003405472
KDM5A	KDM5A	11.46540825	12.07285612	11.88953058
ZBED3	ZBED3	5.864889364	3.759613929	4.811327165
VAV3	VAV3	9.03644289	8.603537333	7.091551749
ZFAND2A	ZFAND2A	8.376168811	8.234415097	8.037524991
MRPS26	MRPS26	8.587833761	9.827606288	9.581070621
TXNDC15	TXNDC15	9.845990203	10.59575166	10.96021919
MAN1A2	MAN1A2	10.10925607	10.94889281	11.32879272
ISG20L2	ISG20L2	11.91639454	11.51539925	10.7626561
C6orf106	C6orf106	12.76750997	12.00119353	12.29456906
FKBP1AP1	FKBP1AP1	4.024514721	2.196629075	3.153403271
RPL29	RPL29	13.07976476	13.98936789	14.46563655
FBXO9	FBXO9	11.11172254	10.7951549	10.25604353
GRWD1	GRWD1	11.23569715	10.82324781	9.981210488
CRTC2	CRTC2	10.8981252	10.54127089	9.877751917
HYAL2	HYAL2	8.036563774	8.655752522	8.481868034
AGPHD1	AGPHD1	7.910582773	7.535897429	6.17148107
EOGT	EOGT	8.644000452	8.552807405	8.435603593
DIEXF	DIEXF	11.15946773	10.54560163	10.77941568
PIN4P1	PIN4P1	2.750143396	2.672676519	1.703291215
RGS13	RGS13	2.750143396	2.672676519	1.703291215
EIF3A	EIF3A	14.45039292	14.22422783	13.91127962
POLR3D	POLR3D	9.105575943	10.17934932	9.925398665
MAGED1	MAGED1	11.90207358	11.91343548	6.259093552
PEX5	PEX5	9.344639894	10.07415485	10.42657926
MTMR11	MTMR11	4.579626696	4.433520346	4.163764383
ECSIT	ECSIT	8.872748744	9.447294034	9.766288715
AP2S1	AP2S1	10.73800779	10.46283965	10.01307138
ZNF230	ZNF230	6.620194894	6.351232551	5.725141272
CD2BP2	CD2BP2	10.90676285	11.23826739	11.13106596
CLVS1	CLVS1	0.969340239	1.48131961	0
HLA-DMB	HLA-DMB	7.668062378	7.389386119	5.075459896
SPRY1	SPRY1	8.664507729	8.264151686	6.493921079
TRIM62	TRIM62	7.822060898	7.69407228	7.512882652
RCOR3	RCOR3	10.89451464	10.73042768	10.50259316
GOLPH3	GOLPH3	12.51494577	12.06140832	11.12086641
ARHGAP30	ARHGAP30	13.7342333	13.45067	8.162084125
ARHGAP9	ARHGAP9	6.181855912	5.910185792	5.168910751
ZSCAN26	ZSCAN26	7.647602329	8.051616808	7.928174871
JAKMIP2-AS1	JAKMIP2-AS1	0.968160811	1.48131961	0
SRSF5	SRSF5	10.93587959	11.22860227	11.47261469
FBXL6	FBXL6	7.246341576	8.754837408	8.846067014
SCCPDH	SCCPDH	9.549665321	9.569717027	5.026361874
ITGA8	ITGA8	10.10176562	11.9602554	2.462803581
C9orf43	C9orf43	4.979499508	4.241870684	4.55853092
CLK1	CLK1	10.17626043	10.84168227	11.21357208
SBSPON	SBSPON	5.144331943	4.975657697	3.325635382
BCAR3	BCAR3	2.750143396	3.030007594	2.957782763
NPTXR	NPTXR	3.937306723	0	11.33510558
TRIM26	TRIM26	11.00519645	11.34399069	11.2339851
BTBD2	BTBD2	8.904709878	10.4610087	10.68173036
PTX3	PTX3	0.966906611	1.48131961	0
AGBL2	AGBL2	0.966902921	1.48131961	0
ARL14EPL	ARL14EPL	0.966902921	1.48131961	0
C1orf189	C1orf189	0.966902921	1.48131961	0
COL17A1	COL17A1	0.966902921	1.48131961	0
DDX4	DDX4	0.966902921	1.48131961	0
FAM180B	FAM180B	0.966902921	1.48131961	0
FAM57B	FAM57B	0.966902921	1.48131961	0
FKBP1B	FKBP1B	0.966902921	1.48131961	0
FLJ11235	FLJ11235	0.966902921	1.48131961	0
GRASP	GRASP	0.966902921	1.48131961	0
GUCY2F	GUCY2F	0.966902921	1.48131961	0
H2AFY2	H2AFY2	0.966902921	1.48131961	0
HIST1H3F	HIST1H3F	0.966902921	1.48131961	0
INSC	INSC	0.966902921	1.48131961	0
KCNH6	KCNH6	0.966902921	1.48131961	0
LOC100505978	LOC100505978	0.966902921	1.48131961	0
LOC643770	LOC643770	0.966902921	1.48131961	0
MAPK8IP2	MAPK8IP2	0.966902921	1.48131961	0
MORN3	MORN3	0.966902921	1.48131961	0
MYO1H	MYO1H	0.966902921	1.48131961	0
NEK10	NEK10	0.966902921	1.48131961	0
PCDHB13	PCDHB13	0.966902921	1.48131961	0
PLIN1	PLIN1	0.966902921	1.48131961	0
PROKR1	PROKR1	0.966902921	1.48131961	0
PRPH2	PRPH2	0.966902921	1.48131961	0
RASL10A	RASL10A	0.966902921	1.48131961	0
RFPL2	RFPL2	0.966902921	1.48131961	0
RGN	RGN	0.966902921	1.48131961	0
SLC12A3	SLC12A3	0.966902921	1.48131961	0
SNORA27	SNORA27	0.966902921	1.48131961	0
SNORA2B	SNORA2B	0.966902921	1.48131961	0
SUSD2	SUSD2	0.966902921	1.48131961	0
TACR2	TACR2	0.966902921	1.48131961	0
TP63	TP63	0.966902921	1.48131961	0
TRIM71	TRIM71	0.966902921	1.48131961	0
TSPO2	TSPO2	0.966902921	1.48131961	0
TSPY26P	TSPY26P	0.966902921	1.48131961	0
WWTR1-AS1	WWTR1-AS1	0.966902921	1.48131961	0
ITPRIP	ITPRIP	7.864049918	8.858730131	9.145262213
IFT80	IFT80	9.83245809	10.94627761	11.32117837
HMMR	HMMR	10.8563944	11.49852514	11.88307854
RAP1B	RAP1B	12.69105428	12.53620107	12.32692659
GFER	GFER	8.010097261	8.569916352	8.870617477
C2orf49	C2orf49	7.123324766	7.892081323	8.167754317
TMX4	TMX4	10.41990752	11.51716741	11.23736534
FBXL17	FBXL17	8.521922311	9.407875311	9.739881848
EAPP	EAPP	8.640552245	8.98655315	9.239827624
CBWD2	CBWD2	8.036563774	8.566510756	8.863644258
PRRC2A	PRRC2A	13.67292251	13.45816307	13.15148277
ZBTB37	ZBTB37	6.864322358	6.557439194	5.629744201
CNKSR2	CNKSR2	8.849051617	8.517964589	5.97846794
KMT2E	KMT2E	11.84143855	12.10812583	12.34393519
CDC27	CDC27	12.04548324	11.7808555	11.87703484
STARD7	STARD7	12.53036488	13.18702106	13.61086336
CORT	CORT	2.299695979	2.362133197	2.414682192
RBMS1	RBMS1	9.874146832	10.25216868	10.53476976
CCNI	CCNI	12.7968366	12.52462007	12.09807157
MAVS	MAVS	11.02911465	12.13309082	11.84420752
ESF1	ESF1	10.02717341	10.27739202	10.49358529
SWSAP1	SWSAP1	5.394016741	6.366979584	6.493921079
TUBGCP5	TUBGCP5	10.09422287	9.765100414	9.119156423
MZT1	MZT1	11.25780032	9.480244923	10.25337478
PSMD9	PSMD9	9.841493587	9.719828579	9.553176161
UBE2L6	UBE2L6	9.773880973	10.91916128	11.29291401
ECI1	ECI1	9.077809111	10.15347603	10.49921806
LOC284889	LOC284889	4.533332847	5.204371598	5.353030346
CSF1	CSF1	6.977943868	6.675957033	5.075459896
NAV2	NAV2	9.125439302	10.38764041	10.11492656
PARD6G	PARD6G	6.803976093	4.020795529	5.455235148
5-Mar	5-Mar	10.77069693	10.49544534	10.02561023
CGRRF1	CGRRF1	7.36805241	7.109475486	6.564408656
MRP63	MRP63	9.448822506	9.22555451	8.856640283
ITGB2	ITGB2	2.529371205	0	7.238911027
C9orf123	C9orf123	8.295181178	9.339683015	9.649547202
ATP5SL	ATP5SL	10.38326148	9.992768431	9.104446745
ALKBH6	ALKBH6	7.933295261	7.630259843	6.927410576
SLC45A4	SLC45A4	6.457336551	7.493487225	7.302154517
CCDC61	CCDC61	7.640714911	7.350311594	6.680042993
DHRS7B	DHRS7B	8.933162455	8.620058499	7.954655805
ZBTB11	ZBTB11	11.21422197	10.7513181	10.92586594
KMT2B	KMT2B	11.51330815	11.04195341	9.821298851
UBTF	UBTF	12.74059453	12.44548566	11.95822282
TTC14	TTC14	9.874146832	11.38565213	11.08834437
STT3B	STT3B	12.71234859	13.34457332	13.77220115
TXN2	TXN2	10.62219828	10.80746763	10.98452527
CEP85L	CEP85L	8.569825235	8.268350174	5.755587307
ANKRD18B	ANKRD18B	6.933560836	6.624481117	5.562453088
CPNE2	CPNE2	6.675138451	7.603923013	7.401766976
SLC25A37	SLC25A37	8.026036468	8.208429469	8.373160967
SMIM19	SMIM19	8.637095776	9.290988768	9.631193429
ZNF765	ZNF765	9.497269054	9.814745871	9.711042273
NDUFV3	NDUFV3	9.714467057	10.14436509	10.45352787
NBPF12	NBPF12	8.193604208	7.891631833	7.197668847
IMPG1	IMPG1	2.750143396	4.241870684	0
DUSP11	DUSP11	9.438935283	9.682561008	9.896657844
DCUN1D5	DCUN1D5	11.03109464	10.87234398	10.641537
PINX1	PINX1	9.809618627	9.411676221	8.358356698
DDX27	DDX27	11.64514502	10.81609566	11.14406549
ZNF707	ZNF707	6.933560836	7.892081323	7.680936135
LRRC8D	LRRC8D	9.847484922	10.82894569	10.56730966
MBOAT1	MBOAT1	9.601999151	11.2489297	10.9683644
POGLUT1	POGLUT1	9.80038063	10.06211361	10.29023777
NXT1	NXT1	8.598532698	9.309442247	9.10740018
GTF2IP1	GTF2IP1	9.303102613	8.440399956	8.791543866
COX8A	COX8A	11.27067493	11.57889627	11.84597609
C19orf71	C19orf71	3.844486088	4.548467451	4.641129807
OTUD6B	OTUD6B	11.10673304	10.00664867	10.4581605
SLC4A2	SLC4A2	12.00885927	11.68791801	11.10617686
ZNF597	ZNF597	5.816832628	6.07264821	6.259093552
FUNDC1	FUNDC1	8.041801498	7.986848911	7.914743893
ZNF250	ZNF250	6.753818443	8.036926366	7.859745973
PDGFD	PDGFD	4.889434603	5.399745323	1.703291215
RIMBP3	RIMBP3	2.268602069	2.672676519	2.731417878
FKBP1A-SDCBP2	FKBP1A-SDCBP2	2.944624223	3.379614031	3.480885503
B3GNTL1	B3GNTL1	4.395570122	4.84682424	5.026361874
MYL12A	MYL12A	11.87849163	11.949834	12.02925962
PODNL1	PODNL1	2.529361209	2.862253001	2.957682486
ZNF620	ZNF620	5.06427068	5.517304043	5.725141272
HM13-AS1	HM13-AS1	3.638734197	3.759613929	1.703291215
ZNF100	ZNF100	7.22808754	8.778579849	8.870617477
8-Sep	8-Sep	9.874145295	9.443585932	7.921472036
MRPL22	MRPL22	9.041678314	9.514230774	9.366057696
ANXA11	ANXA11	11.09230127	12.64070136	12.29877572
NME1-NME2	NME1-NME2	7.632413641	8.291842956	8.605168351
DNTTIP1	DNTTIP1	9.446849648	9.221229424	8.82827297
RRN3P1	RRN3P1	6.143407705	6.611319948	6.858950757
KIF1C	KIF1C	10.05720655	10.6578722	10.47312734
XPR1	XPR1	11.90279339	11.09255895	11.4129773
ANXA7	ANXA7	12.56398987	12.30745129	11.88652347
APH1A	APH1A	13.17621056	12.96880717	12.65379675
RGL4	RGL4	6.273724745	6.147498014	6.193888022
CASQ1	CASQ1	1.540662153	1.48131961	1.089647294
CELF3	CELF3	1.540662153	1.48131961	1.089647294
COL10A1	COL10A1	1.540662153	1.48131961	1.089647294
CRB2	CRB2	1.540662153	1.48131961	1.089647294
DCDC2	DCDC2	1.540662153	1.48131961	1.089647294
DCDC2B	DCDC2B	1.540662153	1.48131961	1.089647294
GPC5	GPC5	1.540662153	1.48131961	1.089647294
HRH4	HRH4	1.540662153	1.48131961	1.089647294
L1TD1	L1TD1	1.540662153	1.48131961	1.089647294
NR1I2	NR1I2	1.540662153	1.48131961	1.089647294
THOC7	THOC7	10.22194956	10.79078018	11.16406469
RTKN2	RTKN2	8.290788386	8.883574998	3.325635382
C10orf2	C10orf2	10.76437402	10.63610799	10.45120081
LOC100132356	LOC100132356	3.110550334	3.660860181	3.745280365
POLR1A	POLR1A	11.67578065	11.13168336	11.34076253
RNFT2	RNFT2	8.503066434	6.624481117	7.494943563
MALT1	MALT1	12.70101616	12.19945764	10.84105322
ATP6V0A1	ATP6V0A1	12.0051789	11.11429544	11.47032332
ADNP	ADNP	12.98611402	12.19505533	12.50548904
ASF1A	ASF1A	11.8748277	11.39523957	10.03340924
GM2A	GM2A	9.485789066	11.1471604	11.41058915
SNRPE	SNRPE	12.32509179	11.7911059	11.99537498
CERK	CERK	12.44033974	12.12008232	11.53153255
GPR39	GPR39	0.966902921	0	2.731426567
CCDC144NL	CCDC144NL	0.966902921	0	2.731417878
EGR3	EGR3	0.966902921	0	2.731417878
FAM132A	FAM132A	0.966902921	0	2.731417878
CHMP5	CHMP5	10.5255306	10.3062668	9.938726862
NFKB2	NFKB2	12.82330155	12.27677871	9.805015087
