gene	probe	Basal_Avg	LumA_Avg	LumB_Avg
HSPG2	ENSG00000142798.15	3.671898463	4.34244005	3.768595608
ITGB3BP	ENSG00000142856.15	2.000701538	1.792203878	1.936487043
SERBP1	ENSG00000142864.13	5.799150086	5.104460326	5.081575999
BCL10	ENSG00000142867.11	3.205704187	3.298204848	3.205349091
CYR61	ENSG00000142871.14	5.831536814	6.444445442	5.390781722
PRKACB	ENSG00000142875.18	2.66104523	3.126064799	2.947463466
PIGK	ENSG00000142892.13	2.928458777	3.307496659	3.111610272
TINAGL1	ENSG00000142910.14	3.636791745	3.030370623	2.073749696
AZIN2	ENSG00000142920.15	1.195700936	1.628029959	1.329159544
RPS8	ENSG00000142937.10	8.581412706	8.489248134	8.145176839
KIF2C	ENSG00000142945.11	4.019148588	1.749189736	2.898591705
PTPRF	ENSG00000142949.15	6.188536579	6.019675916	5.784532027
BEST4	ENSG00000142959.4	0.399929994	0.312719682	0.33828329
MOB3C	ENSG00000142961.13	2.0421517	2.24130637	1.936577249
CYP4B1	ENSG00000142973.11	0.486173544	2.807255082	2.406553943
TMEM61	ENSG00000143001.4	1.229283527	0.91451381	0.889600086
DMRTB1	ENSG00000143006.7	0.018209603	0.001417844	0.004739711
LMO4	ENSG00000143013.11	4.72947307	3.124135093	2.777034293
SYPL2	ENSG00000143028.8	0.2664367	0.291846144	0.257073617
BARHL2	ENSG00000143032.7	0.09026178	0.005247882	0.002952116
MTF2	ENSG00000143033.16	2.666614508	2.374849536	2.380654734
SLC44A3	ENSG00000143036.15	2.444738932	2.576513383	2.196775008
IGSF3	ENSG00000143061.16	3.714113092	3.840314785	3.478190414
ZNF697	ENSG00000143067.4	1.676279279	1.778547783	1.622119507
CTTNBP2NL	ENSG00000143079.13	2.938899233	2.571194412	2.406365947
STRIP1	ENSG00000143093.13	2.449200118	2.598394759	2.463906385
KCNA10	ENSG00000143105.6	0.013416611	0.004135956	0.002993566
PSMA5	ENSG00000143106.11	4.329488934	3.969032528	4.21929816
FNDC7	ENSG00000143107.7	0.063727126	0.013279185	0.012175162
C1orf162	ENSG00000143110.10	2.576928015	2.485954561	2.364514868
CD53	ENSG00000143119.11	4.37174598	4.023950362	3.950688353
PROK1	ENSG00000143125.5	0.141068115	0.199832399	0.165808658
CELSR2	ENSG00000143126.7	2.880766684	3.838640337	3.816073197
ITGA10	ENSG00000143127.11	1.0899372	1.173257345	0.721043961
GPR161	ENSG00000143147.13	2.05562551	1.16623529	0.947963697
ALDH9A1	ENSG00000143149.11	5.475144278	5.650002721	5.600358601
ATP1B1	ENSG00000143153.11	5.710699641	6.333616877	5.694033818
TIPRL	ENSG00000143155.11	4.754763496	4.253491212	4.441878402
NME7	ENSG00000143156.12	1.74294833	2.014758237	1.945212356
POGK	ENSG00000143157.10	4.190438499	3.848428721	3.944899034
MPC2	ENSG00000143158.9	4.633418064	4.761441442	5.105283239
CREG1	ENSG00000143162.7	5.855092969	5.609000493	5.555181848
DCAF6	ENSG00000143164.14	4.173694405	4.253202808	4.438567786
GPA33	ENSG00000143167.10	0.18449741	0.163052544	0.139598479
RXRG	ENSG00000143171.11	0.100749565	0.165427413	0.178104786
TBX19	ENSG00000143178.11	1.803585071	0.855761063	0.766166493
UCK2	ENSG00000143179.11	3.905360883	2.940900019	3.052961425
TMCO1	ENSG00000143183.15	4.651706133	4.904604714	5.073906558
XCL1	ENSG00000143184.4	0.662697311	0.439931751	0.424498992
XCL2	ENSG00000143185.3	1.039909288	0.756803172	0.687934075
POU2F1	ENSG00000143190.20	1.789931789	1.886489511	2.036505861
MAEL	ENSG00000143194.11	0.462254026	0.122409133	0.128625181
ILDR2	ENSG00000143195.11	0.17188186	0.170522875	0.193441686
DPT	ENSG00000143196.4	3.264045632	4.538766136	3.465144176
MGST3	ENSG00000143198.11	3.916974018	3.467224868	3.621271815
ADCY10	ENSG00000143199.16	0.087897525	0.116461134	0.170320963
RFWD2	ENSG00000143207.18	4.187677674	3.860766965	3.971485537
PVRL4	ENSG00000143217.8	4.9423449	4.492050014	4.224883797
UFC1	ENSG00000143222.10	6.050242712	6.012827828	6.030971391
PPOX	ENSG00000143224.16	2.360273667	2.616473785	2.488471935
FCGR2A	ENSG00000143226.12	2.895153655	2.685705023	2.705055829
NUF2	ENSG00000143228.11	3.339610815	1.454066029	2.529493177
RGS5	ENSG00000143248.11	3.083665667	4.710807745	4.116856266
SDHC	ENSG00000143252.13	3.239603737	3.23017686	3.368804923
PFDN2	ENSG00000143256.4	6.751944933	5.668247343	5.874622213
NR1I3	ENSG00000143257.10	0.417556514	0.231949457	0.244537995
USP21	ENSG00000143258.14	3.624482504	3.629804855	3.590211333
F13B	ENSG00000143278.3	0.017014422	0.004866215	0.008121968
PRCC	ENSG00000143294.13	4.912263069	4.593369488	4.664063233
FCRL5	ENSG00000143297.17	0.621299992	0.282275971	0.241481972
RRNAD1	ENSG00000143303.10	3.408772735	4.003601062	3.844601424
MRPL24	ENSG00000143314.11	5.457818252	5.575639167	5.761436603
PIGM	ENSG00000143315.6	2.952187008	3.164480457	3.387513863
CASQ1	ENSG00000143318.11	0.245486941	0.80972339	0.729154004
ISG20L2	ENSG00000143319.15	4.198301762	3.845606903	3.990192582
CRABP2	ENSG00000143320.7	7.541229869	8.216994153	8.754613592
HDGF	ENSG00000143321.17	7.447444158	6.522783268	6.741171684
ABL2	ENSG00000143322.18	2.567611641	2.463225099	2.424100012
XPR1	ENSG00000143324.12	2.729413396	3.062731664	2.98521222
RGS16	ENSG00000143333.6	3.631621412	3.577654807	3.555737575
TOR1AIP1	ENSG00000143337.17	3.084395598	3.560358143	3.447749687
FAM163A	ENSG00000143340.6	0.101651771	0.054690808	0.055139571
HMCN1	ENSG00000143341.10	1.154264375	1.862826187	1.383534981
RGL1	ENSG00000143344.14	2.665487926	2.529708869	2.116615185
LYPLAL1	ENSG00000143353.10	3.018131964	3.194694845	3.296245863
LHX9	ENSG00000143355.14	0.059427076	0.022131207	0.041176026
PRUNE	ENSG00000143363.14	4.42805331	4.422730425	4.488630459
RORC	ENSG00000143365.15	1.654510368	3.185018948	2.744348893
TUFT1	ENSG00000143367.14	3.649077454	4.106218429	4.142669082
SF3B4	ENSG00000143368.9	6.009691817	5.597115888	5.778570387
ECM1	ENSG00000143369.13	3.115316141	4.327650533	4.716052439
ZNF687	ENSG00000143373.16	3.388645147	3.59868024	3.542471089
TARS2	ENSG00000143374.13	3.760606774	3.808804206	3.869470277
CGN	ENSG00000143375.13	3.29689757	3.841953079	3.961033478
SNX27	ENSG00000143376.11	3.384153835	3.505253219	3.608738011
SETDB1	ENSG00000143379.11	3.382581608	3.197619996	3.207973463
ADAMTSL4	ENSG00000143382.12	1.597156395	1.326405105	1.014445648
MCL1	ENSG00000143384.11	6.894573302	6.772081518	6.554157903
CTSK	ENSG00000143387.11	5.759360882	6.763591816	6.327553408
RFX5	ENSG00000143390.16	4.144030694	3.867573214	3.963507797
PI4KB	ENSG00000143393.15	4.670784107	4.514003572	4.393790459
PIP5K1A	ENSG00000143398.18	4.294081358	4.092333943	4.232938096
ANP32E	ENSG00000143401.13	5.556126193	3.791811765	4.183029054
FAM63A	ENSG00000143409.14	3.042995437	4.361595491	4.351937763
ANXA9	ENSG00000143412.8	2.172090097	4.637319336	4.803212523
SELENBP1	ENSG00000143416.19	4.242384072	5.675526829	5.528245518
CERS2	ENSG00000143418.18	5.393974376	6.187817672	6.416262375
ENSA	ENSG00000143420.16	5.531923223	5.660366897	5.77675922
AC027612.6	ENSG00000143429.8	0.763350039	0.771099696	0.625456263
SEMA6C	ENSG00000143434.14	1.754898808	1.644892507	1.423376062
MRPL9	ENSG00000143436.9	5.424978543	4.798912506	4.836547421
ARNT	ENSG00000143437.19	3.682526051	3.797144604	3.690249425
POGZ	ENSG00000143442.20	3.80518484	3.965686268	3.899232352
C1orf56	ENSG00000143443.9	2.222759813	2.744740777	2.771724487
OAZ3	ENSG00000143450.13	1.127818547	1.360926426	1.155542446
HORMAD1	ENSG00000143452.14	2.389811595	0.087533598	0.108552449
GOLPH3L	ENSG00000143457.9	4.158144424	4.646505032	4.622893642
GABPB2	ENSG00000143458.10	1.9886596	2.057365358	1.978476221
SYT14	ENSG00000143469.15	0.118324434	0.070339837	0.05548081
KCNH1	ENSG00000143473.10	0.053275217	0.449679047	0.49739013
DTL	ENSG00000143476.16	2.996600042	1.881528856	2.988898712
DYRK3	ENSG00000143479.14	1.895562468	1.773016703	1.641736632
EIF2D	ENSG00000143486.14	3.211098544	3.280126728	3.174047295
INTS7	ENSG00000143493.11	3.406155915	3.140533516	3.404063107
VASH2	ENSG00000143494.14	1.521521888	0.78499478	0.848312208
TAF1A	ENSG00000143498.16	1.772169051	1.606132765	1.613065789
SMYD2	ENSG00000143499.12	3.80715508	3.136360432	3.162950279
SUSD4	ENSG00000143502.13	2.562976372	2.693533854	2.762308882
DUSP10	ENSG00000143507.16	2.531746594	3.135715854	3.068875639
HHIPL2	ENSG00000143512.11	0.592988822	0.46405951	0.581335672
TP53BP2	ENSG00000143514.15	4.219966964	3.306320114	3.217589874
ATP8B2	ENSG00000143515.15	2.209351938	2.973306144	2.6268122
FLG2	ENSG00000143520.6	0.023264839	0.013696152	0.004718401
CRNN	ENSG00000143536.7	0.029054107	0.004617344	0.015042401
ADAM15	ENSG00000143537.12	5.406130655	5.082789113	4.987630511
JTB	ENSG00000143543.13	6.955330892	6.804619211	6.822115291
RAB13	ENSG00000143545.7	5.386705854	5.551630638	5.416271445
S100A8	ENSG00000143546.8	4.453920393	1.835216036	1.964426068
TPM3	ENSG00000143549.18	6.0321776	5.742900887	5.996919652
NUP210L	ENSG00000143552.8	0.11396228	0.071921206	0.057635174
SNAPIN	ENSG00000143553.9	4.6258056	4.735726105	4.766808187
SLC27A3	ENSG00000143554.12	2.224742198	2.631337032	2.669813371
S100A7	ENSG00000143556.7	3.109982508	1.615348007	1.363474884
UBAP2L	ENSG00000143569.17	5.218443352	4.908173203	5.078032177
SLC39A1	ENSG00000143570.16	5.896567582	5.754184933	5.654807444
HAX1	ENSG00000143575.13	5.631936152	5.342742205	5.531433138
CREB3L4	ENSG00000143578.14	3.877560955	5.618663239	5.490981428
EFNA3	ENSG00000143590.12	3.244152856	2.649453785	2.640706566
AQP10	ENSG00000143595.11	0.016982507	0.032364544	0.01964417
KCNN3	ENSG00000143603.17	0.505007255	0.539251337	0.448042027
C1orf43	ENSG00000143612.17	6.909840978	6.807292748	7.084267038
GATAD2B	ENSG00000143614.7	3.565923441	3.35206538	3.381942909
ILF2	ENSG00000143621.15	7.483366124	6.567025656	6.759833966
RIT1	ENSG00000143622.9	3.57992145	3.475846333	3.492793763
INTS3	ENSG00000143624.12	3.174804366	3.355976827	3.290970256
PKLR	ENSG00000143627.16	0.024423431	0.028888108	0.032749395
HCN3	ENSG00000143630.8	1.285664769	1.179167934	1.439892433
FLG	ENSG00000143631.10	0.081940864	0.073899259	0.04183978
ACTA1	ENSG00000143632.13	1.390163349	1.104533402	0.966410901
C1orf131	ENSG00000143633.11	2.158997846	1.860777678	2.061890413
GALNT2	ENSG00000143641.9	4.012972941	3.80777058	3.565285336
TTC13	ENSG00000143643.11	3.165363577	2.437681383	2.646450997
SCCPDH	ENSG00000143653.9	4.11492691	5.573379564	5.704110274
LYST	ENSG00000143669.12	1.44150027	1.916149983	1.742767044
MLK4	ENSG00000143674.9	1.917345539	0.708354543	0.783971414
CEP170	ENSG00000143702.14	2.358489181	1.866149246	1.875650975
ACP1	ENSG00000143727.14	4.553191155	4.231523202	4.404844354
SNAP47	ENSG00000143740.13	3.06354123	3.051563958	3.046121797
SRP9	ENSG00000143742.11	6.828280768	7.069442995	7.187112637
NVL	ENSG00000143748.16	3.117753615	3.343121558	3.560170408
SDE2	ENSG00000143751.9	3.315637495	3.333930732	3.414441982
DEGS1	ENSG00000143753.11	5.38365446	5.207865401	5.323198842
FBXO28	ENSG00000143756.10	3.600107507	3.660599844	3.780765416
ARF1	ENSG00000143761.12	7.841401527	7.558192517	7.759642445
LEFTY2	ENSG00000143768.10	0.812786911	0.469573979	0.157418373
CNIH4	ENSG00000143771.10	3.675113606	3.23188521	3.578587266
ITPKB	ENSG00000143772.8	3.481549416	3.316033419	3.059593872
GUK1	ENSG00000143774.15	5.340934321	5.096745532	5.045444839
CDC42BPA	ENSG00000143776.17	2.761857647	2.587443393	2.607114555
CNIH3	ENSG00000143786.6	0.777036303	1.196123111	1.015258185
C1orf35	ENSG00000143793.11	2.811649523	2.591617371	2.65842383
MBOAT2	ENSG00000143797.10	3.07763399	3.19341888	3.352709227
PARP1	ENSG00000143799.11	5.458838385	5.190039442	5.408862754
PSEN2	ENSG00000143801.15	3.035576756	3.370799782	3.474716616
PYCR2	ENSG00000143811.15	4.203492953	4.34990348	4.492429676
LBR	ENSG00000143815.13	4.048340095	2.733432767	2.82737542
WNT9A	ENSG00000143816.7	1.553408045	1.781643091	1.942700562
EPHX1	ENSG00000143819.11	5.51528867	6.020893399	6.063256654
REN	ENSG00000143839.13	0.107846488	0.196373254	0.194852424
SOX13	ENSG00000143842.13	2.726797083	3.431675907	3.417527339
ETNK2	ENSG00000143845.13	2.022453238	3.460041222	3.656675923
PPFIA4	ENSG00000143847.14	0.714610224	0.424327613	0.501495423
PLEKHA6	ENSG00000143850.11	2.654268324	3.888411412	3.815702093
PTPN7	ENSG00000143851.14	1.57779353	1.185660774	1.119226449
SYT2	ENSG00000143858.10	0.13737749	0.112640752	0.086986944
ARL8A	ENSG00000143862.6	5.280693992	5.301416186	5.423784482
OSR1	ENSG00000143867.6	1.754206166	1.253993322	0.419942324
GDF7	ENSG00000143869.6	0.109627364	0.079661612	0.043218643
PDIA6	ENSG00000143870.11	6.24667553	5.253496381	5.363344713
RHOB	ENSG00000143878.9	5.747496771	7.967192984	7.683359356
ATP6V1C2	ENSG00000143882.8	2.197868362	0.738841125	0.796044247
HNRNPLL	ENSG00000143889.14	3.118018245	2.825900884	2.831829594
GALM	ENSG00000143891.15	2.761659859	2.757184431	2.879105684
CAMKMT	ENSG00000143919.13	1.646112245	1.340690411	1.326940841
ABCG8	ENSG00000143921.6	0.04991108	0.024839606	0.032559605
EML4	ENSG00000143924.17	3.762546096	2.915607851	3.019054261
CALM2	ENSG00000143933.15	6.703624855	6.503745675	6.558161973
CHAC2	ENSG00000143942.4	2.11080863	1.184715083	1.375887832
RPS27A	ENSG00000143947.11	7.663209172	7.222077476	6.967913528
WDPCP	ENSG00000143951.14	0.705766081	0.627793621	0.593756576
VPS54	ENSG00000143952.18	3.531532208	3.146861645	3.095904962
REG3G	ENSG00000143954.11	0.003489633	0.002589471	0.000939381
ASXL2	ENSG00000143970.15	2.306511655	2.37565995	2.355085141
ETAA1	ENSG00000143971.7	2.408543666	2.688187318	2.664409018
SNRPG	ENSG00000143977.12	4.950529377	4.127147087	4.425201805
ABHD1	ENSG00000143994.12	0.261595958	0.467404153	0.439306687
MEIS1	ENSG00000143995.18	0.863074527	1.040605175	0.758359978
TRIM43B	ENSG00000144010.8	0.01901147	0.004130297	0.00375962
TRIM43	ENSG00000144015.4	0.28381737	0.00918547	0.005576021
CIAO1	ENSG00000144021.2	4.389229635	4.344294995	4.429860175
ZNF514	ENSG00000144026.10	1.788341776	1.883733554	1.876827412
SNRNP200	ENSG00000144028.13	4.946248412	4.868928618	4.981367937
MRPS5	ENSG00000144029.10	3.196879979	2.600938902	2.660474261
ANKRD53	ENSG00000144031.10	0.536684764	0.443987233	0.254481706
TPRKB	ENSG00000144034.13	3.668040985	3.443001641	3.523068208
NAT8	ENSG00000144035.3	0.136414926	0.358893776	0.37126792
EXOC6B	ENSG00000144036.13	2.195935131	2.194859021	2.121718911
SFXN5	ENSG00000144040.11	1.220329874	2.085175353	2.007256555
TEX261	ENSG00000144043.10	4.96537532	4.602183446	4.604785286
DQX1	ENSG00000144045.12	0.262956838	0.48066501	0.844752859
DUSP11	ENSG00000144048.9	3.197331033	2.984274158	2.93143583
ST6GAL2	ENSG00000144057.14	0.884040908	1.435776614	1.220332637
NPHP1	ENSG00000144061.11	0.481293151	0.836300357	0.776986291
MALL	ENSG00000144063.3	1.087313692	0.541260488	0.352598201
THNSL2	ENSG00000144115.15	2.465827273	3.120231793	2.939588944
RALB	ENSG00000144118.12	4.227815555	4.694900431	4.567338474
C1QL2	ENSG00000144119.3	0.85492844	0.118838102	0.031190261
TMEM177	ENSG00000144120.11	2.608620283	2.382569966	2.395173931
NT5DC4	ENSG00000144130.10	0.223398304	0.023492434	0.037751476
RABL2A	ENSG00000144134.17	1.10687153	1.484111383	1.322536002
SLC20A1	ENSG00000144136.9	3.667161932	3.904451126	4.062950747
FBLN7	ENSG00000144152.11	1.164272667	1.668360331	1.338795498
RP11-395L14.17	ENSG00000144158.4	0.172631182	0.06983031	0.112070776
ZC3H8	ENSG00000144161.11	1.637938129	1.529025648	1.594841533
LIPT1	ENSG00000144182.15	1.67209674	1.88981577	1.712833535
TRIM43CP	ENSG00000144188.9	0.011022696	0.005072952	0.004007418
CNGA3	ENSG00000144191.10	0.042558887	0.195169296	0.237199523
FAHD2B	ENSG00000144199.10	2.322122199	2.677750913	2.401275456
LYG1	ENSG00000144214.8	1.11435311	0.74190802	0.709582371
AFF3	ENSG00000144218.17	0.679157878	3.435116999	3.585511054
UBXN4	ENSG00000144224.15	4.924356619	5.130256453	5.207299555
NXPH2	ENSG00000144227.4	0.107713324	0.095219337	0.078472065
SPOPL	ENSG00000144228.7	2.593110639	3.817090363	3.7791396
THSD7B	ENSG00000144229.10	0.205815624	0.509728648	0.259476869
GPR17	ENSG00000144230.15	0.25798017	0.272119548	0.11456026
POLR2D	ENSG00000144231.9	3.415863966	2.962066223	3.197636786
AMMECR1L	ENSG00000144233.8	3.242677521	3.269951737	3.255059525
GALNT13	ENSG00000144278.13	0.921612209	0.193943055	0.257184085
PKP4	ENSG00000144283.20	3.662251549	4.031528112	3.934049314
SCN1A	ENSG00000144285.14	0.119392485	0.026178065	0.092542861
SLC4A10	ENSG00000144290.15	0.050582605	0.127071731	0.290277494
SCRN3	ENSG00000144306.12	2.227057097	2.694706764	2.752454064
KIAA1715	ENSG00000144320.12	2.596340499	2.62796456	2.811517978
ZNF385B	ENSG00000144331.17	0.290680634	1.247324486	1.040000949
TMEFF2	ENSG00000144339.10	0.02820747	0.013801198	0.009074336
CDCA7	ENSG00000144354.12	3.044442588	0.729993773	1.108895113
DLX1	ENSG00000144355.13	0.296279886	0.546708308	0.434962825
UBR3	ENSG00000144357.15	2.562925582	2.802966006	2.847506149
PHOSPHO2	ENSG00000144362.10	1.370522386	2.453994844	2.252952619
GULP1	ENSG00000144366.14	0.702641306	0.830528051	0.656491651
FAM171B	ENSG00000144369.11	1.822348142	1.862313314	1.617952204
HSPD1	ENSG00000144381.15	6.704387262	5.9357276	6.453721747
CCDC150	ENSG00000144395.16	0.532356906	0.162713274	0.274651182
METTL21A	ENSG00000144401.13	1.624758527	1.382685763	1.495503185
UNC80	ENSG00000144406.17	0.10700332	0.037623928	0.043599116
PTH2R	ENSG00000144407.8	0.864327807	0.36380955	0.235873165
CPO	ENSG00000144410.4	0.190118272	0.449877721	0.372108849
NBEAL1	ENSG00000144426.17	0.819601262	0.974973714	0.904107437
KANSL1L	ENSG00000144445.14	1.501406973	1.192609064	1.198400839
SPAG16	ENSG00000144451.17	1.288257126	1.330325725	1.478933729
ABCA12	ENSG00000144452.13	0.458755744	1.098994735	1.380007023
SUMF1	ENSG00000144455.12	2.781521951	3.513589262	3.421574525
NYAP2	ENSG00000144460.11	0.02331642	0.020033541	0.034472068
RHBDD1	ENSG00000144468.15	2.349924419	2.736700318	2.69898384
ACKR3	ENSG00000144476.5	2.877783156	3.524830109	3.741159801
TRPM8	ENSG00000144481.15	0.50519531	0.02655973	0.031546965
HES6	ENSG00000144485.9	2.036979725	1.726356651	2.327045253
ESPNL	ENSG00000144488.13	0.234462222	0.176203741	0.184790685
ANKMY1	ENSG00000144504.14	0.855290748	1.473386742	1.285998005
COPS7B	ENSG00000144524.16	3.081006889	2.749704802	2.770212403
DIS3L2	ENSG00000144535.18	1.599623639	1.72047898	1.652008475
CPNE9	ENSG00000144550.11	0.148518837	0.135888659	0.147881296
FANCD2	ENSG00000144554.9	2.226199804	1.462771952	2.035053183
TAMM41	ENSG00000144559.9	1.418593284	1.422829351	1.409437808
VGLL4	ENSG00000144560.12	3.292420053	3.165285557	2.936252782
RAB5A	ENSG00000144566.9	4.199260708	4.258169991	4.370904753
FAM134A	ENSG00000144567.9	4.370048003	4.840268928	4.858113116
CTDSP1	ENSG00000144579.6	4.332090794	5.113080352	4.789961606
RQCD1	ENSG00000144580.12	3.985635554	3.49161471	3.689142251
4-Mar	ENSG00000144583.4	0.115973142	0.121971737	0.261431121
STK11IP	ENSG00000144589.19	2.39023624	2.513994421	2.34105004
GMPPA	ENSG00000144591.16	3.254791875	3.286532141	3.325376476
GRIP2	ENSG00000144596.10	0.206083887	0.157492756	0.110373424
EAF1	ENSG00000144597.12	2.810713129	3.083362485	3.44602174
CNTN4	ENSG00000144619.13	0.637998996	1.07190063	0.777459645
DYNC1LI1	ENSG00000144635.7	3.118616572	3.19931402	3.252493183
RBMS3	ENSG00000144642.19	0.948812518	1.590679971	1.081707726
GADL1	ENSG00000144644.13	0.019118531	0.02536369	0.013362429
OSBPL10	ENSG00000144645.12	1.52674459	1.665710131	1.646713283
POMGNT2	ENSG00000144647.5	3.328982082	3.541945153	3.456898143
ACKR2	ENSG00000144648.13	0.839105782	0.581103773	0.488177774
FAM198A	ENSG00000144649.7	2.082058742	2.271343469	1.668561781
CSRNP1	ENSG00000144655.13	3.138724918	4.10437834	3.456020428
SLC25A38	ENSG00000144659.9	3.78701519	4.236942321	4.319792492
ITGA9	ENSG00000144668.10	2.139054362	1.970586245	1.446569817
SLC22A14	ENSG00000144671.9	0.052118066	0.042360854	0.036662987
GOLGA4	ENSG00000144674.15	3.786794999	3.901637362	3.983698729
CTDSPL	ENSG00000144677.13	3.13756758	3.737262829	3.487247817
STAC	ENSG00000144681.9	1.660107054	0.490337819	0.220940253
IQSEC1	ENSG00000144711.12	3.164922853	3.628506538	3.517029482
CAND2	ENSG00000144712.10	1.174792935	0.857817577	0.691287377
RPL32	ENSG00000144713.11	7.705495594	7.695265402	7.47386561
PTPRG	ENSG00000144724.17	1.671187256	2.224698851	2.057799051
IL17RD	ENSG00000144730.15	2.372106055	2.245258459	1.63286204
SHQ1	ENSG00000144736.12	2.095738643	2.524541756	2.472540581
SLC25A26	ENSG00000144741.16	1.925677847	2.099292861	1.92765256
UBA3	ENSG00000144744.15	3.991376519	3.932674846	3.925003692
ARL6IP5	ENSG00000144746.6	5.954655172	6.375035609	6.099269055
TMF1	ENSG00000144747.13	3.075920396	3.454043164	3.404553836
LRIG1	ENSG00000144749.12	3.219160705	5.002082636	4.663254558
LRTM1	ENSG00000144771.7	0.023218732	0.03344222	0.018608899
RP11-977G19.10	ENSG00000144785.7	0.075946148	0.03026442	0.036819275
LIMD1	ENSG00000144791.8	2.074276806	2.321577521	2.318455475
ZNF660	ENSG00000144792.8	0.451146425	0.500259744	0.372461019
NFKBIZ	ENSG00000144802.10	2.073703183	2.660091113	2.379852265
COL8A1	ENSG00000144810.14	2.853995486	3.609536208	3.28079679
NXPE3	ENSG00000144815.13	1.654718682	2.284416206	2.41311661
GPR128	ENSG00000144820.6	0.097940049	0.036794441	0.084851281
MYH15	ENSG00000144821.8	0.118907471	0.035570926	0.065209489
PHLDB2	ENSG00000144824.18	1.431981767	2.02355091	1.698372072
ABHD10	ENSG00000144827.7	3.463997611	3.579504106	3.638464069
